FeatureCode,DateCode,Measurement,Units,Value,Industry Sector (SIC 07),Export Destination
S92000003,2008,Count,million pounds (GBP),800,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2016,Count,million pounds (GBP),335,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2017,Count,million pounds (GBP),1605,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2006,Count,million pounds (GBP),260,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2003,Count,million pounds (GBP),180,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2016,Count,million pounds (GBP),775,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2007,Count,million pounds (GBP),740,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2002,Count,million pounds (GBP),500,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2014,Count,million pounds (GBP),725,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2004,Count,million pounds (GBP),215,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2009,Count,million pounds (GBP),315,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2015,Count,million pounds (GBP),1035,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2009,Count,million pounds (GBP),420,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2006,Count,million pounds (GBP),675,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2008,Count,million pounds (GBP),340,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2014,Count,million pounds (GBP),655,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2013,Count,million pounds (GBP),710,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2012,Count,million pounds (GBP),615,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2017,Count,million pounds (GBP),665,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2006,Count,million pounds (GBP),415,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2012,Count,million pounds (GBP),370,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2004,Count,million pounds (GBP),260,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2002,Count,million pounds (GBP),335,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2002,Count,million pounds (GBP),165,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2012,Count,million pounds (GBP),240,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2005,Count,million pounds (GBP),535,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2008,Count,million pounds (GBP),880,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2006,Count,million pounds (GBP),725,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2003,Count,million pounds (GBP),270,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2016,Count,million pounds (GBP),715,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2003,Count,million pounds (GBP),620,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2004,Count,million pounds (GBP),555,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2011,Count,million pounds (GBP),655,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2015,Count,million pounds (GBP),845,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2017,Count,million pounds (GBP),685,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2008,Count,million pounds (GBP),455,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2010,Count,million pounds (GBP),745,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2014,Count,million pounds (GBP),325,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2002,Count,million pounds (GBP),800,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2011,Count,million pounds (GBP),385,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2007,Count,million pounds (GBP),445,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2005,Count,million pounds (GBP),655,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2009,Count,million pounds (GBP),735,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2005,Count,million pounds (GBP),325,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2016,Count,million pounds (GBP),1050,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2013,Count,million pounds (GBP),790,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2010,Count,million pounds (GBP),235,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2013,Count,million pounds (GBP),265,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2003,Count,million pounds (GBP),450,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2015,Count,million pounds (GBP),720,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2010,Count,million pounds (GBP),725,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2009,Count,million pounds (GBP),875,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2012,Count,million pounds (GBP),910,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2007,Count,million pounds (GBP),840,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2004,Count,million pounds (GBP),475,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2010,Count,million pounds (GBP),510,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Non-EU
S92000003,2017,Count,million pounds (GBP),255,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2016,Count,million pounds (GBP),1825,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2008,Count,million pounds (GBP),1675,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2007,Count,million pounds (GBP),295,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2002,Count,million pounds (GBP),1300,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2013,Count,million pounds (GBP),1500,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2009,Count,million pounds (GBP),1615,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2004,Count,million pounds (GBP),1030,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2014,Count,million pounds (GBP),330,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2011,Count,million pounds (GBP),270,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2003,Count,million pounds (GBP),1075,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2012,Count,million pounds (GBP),1520,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2015,Count,million pounds (GBP),315,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2011,Count,million pounds (GBP),1490,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2005,Count,million pounds (GBP),210,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU
S92000003,2014,Count,million pounds (GBP),1380,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2015,Count,million pounds (GBP),1880,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2005,Count,million pounds (GBP),1190,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2007,Count,million pounds (GBP),1580,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2006,Count,million pounds (GBP),1400,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2010,Count,million pounds (GBP),1475,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Total
S92000003,2011,Count,million pounds (GBP),830,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",Rest of UK
S92000003,2017,Count,million pounds (GBP),920,"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",International
S92000003,2016,Count,million pounds (GBP),175,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2017,Count,million pounds (GBP),425,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2012,Count,million pounds (GBP),115,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2003,Count,million pounds (GBP),205,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2008,Count,million pounds (GBP),115,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2016,Count,million pounds (GBP),90,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2017,Count,million pounds (GBP),300,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2004,Count,million pounds (GBP),295,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2016,Count,million pounds (GBP),395,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2012,Count,million pounds (GBP),480,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2005,Count,million pounds (GBP),275,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2002,Count,million pounds (GBP),450,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2002,Count,million pounds (GBP),85,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2011,Count,million pounds (GBP),265,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2011,Count,million pounds (GBP),260,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2011,Count,million pounds (GBP),65,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2009,Count,million pounds (GBP),90,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2016,Count,million pounds (GBP),485,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2014,Count,million pounds (GBP),195,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2004,Count,million pounds (GBP),160,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2002,Count,million pounds (GBP),220,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2002,Count,million pounds (GBP),145,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2014,Count,million pounds (GBP),200,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2017,Count,million pounds (GBP),110,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2005,Count,million pounds (GBP),175,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2010,Count,million pounds (GBP),260,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2015,Count,million pounds (GBP),220,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2013,Count,million pounds (GBP),110,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2008,Count,million pounds (GBP),285,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2003,Count,million pounds (GBP),165,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2007,Count,million pounds (GBP),105,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2007,Count,million pounds (GBP),295,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2013,Count,million pounds (GBP),295,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2006,Count,million pounds (GBP),190,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2016,Count,million pounds (GBP),220,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2009,Count,million pounds (GBP),315,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2014,Count,million pounds (GBP),145,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2012,Count,million pounds (GBP),200,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2007,Count,million pounds (GBP),155,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2003,Count,million pounds (GBP),370,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2004,Count,million pounds (GBP),185,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2005,Count,million pounds (GBP),200,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2014,Count,million pounds (GBP),395,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2014,Count,million pounds (GBP),540,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2009,Count,million pounds (GBP),220,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2015,Count,million pounds (GBP),225,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2008,Count,million pounds (GBP),275,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2009,Count,million pounds (GBP),530,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2015,Count,million pounds (GBP),585,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2010,Count,million pounds (GBP),340,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2008,Count,million pounds (GBP),675,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2010,Count,million pounds (GBP),265,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2005,Count,million pounds (GBP),475,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2008,Count,million pounds (GBP),400,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2003,Count,million pounds (GBP),210,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2006,Count,million pounds (GBP),155,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2009,Count,million pounds (GBP),220,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2012,Count,million pounds (GBP),315,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2013,Count,million pounds (GBP),185,Basic Pharmaceuticals and Their Products (Section CF),EU
S92000003,2010,Count,million pounds (GBP),80,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2002,Count,million pounds (GBP),305,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2011,Count,million pounds (GBP),325,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2003,Count,million pounds (GBP),580,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2017,Count,million pounds (GBP),130,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2006,Count,million pounds (GBP),235,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2007,Count,million pounds (GBP),260,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2015,Count,million pounds (GBP),445,Basic Pharmaceuticals and Their Products (Section CF),International
S92000003,2004,Count,million pounds (GBP),480,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2005,Count,million pounds (GBP),100,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2017,Count,million pounds (GBP),535,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2004,Count,million pounds (GBP),135,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2006,Count,million pounds (GBP),85,Basic Pharmaceuticals and Their Products (Section CF),Non-EU
S92000003,2006,Count,million pounds (GBP),425,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2013,Count,million pounds (GBP),445,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2007,Count,million pounds (GBP),560,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2012,Count,million pounds (GBP),160,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2013,Count,million pounds (GBP),150,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2015,Count,million pounds (GBP),135,Basic Pharmaceuticals and Their Products (Section CF),Rest of UK
S92000003,2010,Count,million pounds (GBP),605,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2011,Count,million pounds (GBP),590,Basic Pharmaceuticals and Their Products (Section CF),Total
S92000003,2014,Count,million pounds (GBP),1120,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2003,Count,million pounds (GBP),4275,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2013,Count,million pounds (GBP),670,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2004,Count,million pounds (GBP),1045,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2006,Count,million pounds (GBP),1810,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2008,Count,million pounds (GBP),1495,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2002,Count,million pounds (GBP),5570,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2010,Count,million pounds (GBP),1390,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2016,Count,million pounds (GBP),695,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2011,Count,million pounds (GBP),665,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2006,Count,million pounds (GBP),830,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2007,Count,million pounds (GBP),1590,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2004,Count,million pounds (GBP),3230,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2008,Count,million pounds (GBP),735,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2014,Count,million pounds (GBP),670,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2011,Count,million pounds (GBP),635,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2013,Count,million pounds (GBP),1600,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2002,Count,million pounds (GBP),1760,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2005,Count,million pounds (GBP),2110,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2009,Count,million pounds (GBP),1455,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2010,Count,million pounds (GBP),620,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2016,Count,million pounds (GBP),1335,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2015,Count,million pounds (GBP),1355,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2015,Count,million pounds (GBP),445,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2017,Count,million pounds (GBP),1885,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2009,Count,million pounds (GBP),665,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2011,Count,million pounds (GBP),1385,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2012,Count,million pounds (GBP),1395,"Computer, Electronic and Optical Products (Section CI)",International
S92000003,2007,Count,million pounds (GBP),2305,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2008,Count,million pounds (GBP),2225,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2010,Count,million pounds (GBP),2015,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2006,Count,million pounds (GBP),2635,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2014,Count,million pounds (GBP),1795,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2011,Count,million pounds (GBP),2025,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2009,Count,million pounds (GBP),2125,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2014,Count,million pounds (GBP),565,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2006,Count,million pounds (GBP),740,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2007,Count,million pounds (GBP),815,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2005,Count,million pounds (GBP),2970,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2002,Count,million pounds (GBP),1055,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2007,Count,million pounds (GBP),720,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2012,Count,million pounds (GBP),735,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2012,Count,million pounds (GBP),660,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2016,Count,million pounds (GBP),640,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2005,Count,million pounds (GBP),930,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2003,Count,million pounds (GBP),1395,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2017,Count,million pounds (GBP),895,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2008,Count,million pounds (GBP),805,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2017,Count,million pounds (GBP),2855,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2016,Count,million pounds (GBP),2065,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2014,Count,million pounds (GBP),555,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2002,Count,million pounds (GBP),6625,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2013,Count,million pounds (GBP),2175,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2011,Count,million pounds (GBP),720,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2015,Count,million pounds (GBP),715,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2010,Count,million pounds (GBP),655,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2009,Count,million pounds (GBP),685,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2003,Count,million pounds (GBP),2885,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2005,Count,million pounds (GBP),1180,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2007,Count,million pounds (GBP),770,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2009,Count,million pounds (GBP),775,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2003,Count,million pounds (GBP),5385,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2010,Count,million pounds (GBP),735,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2004,Count,million pounds (GBP),4235,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2015,Count,million pounds (GBP),1800,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2006,Count,million pounds (GBP),1065,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2012,Count,million pounds (GBP),2070,"Computer, Electronic and Optical Products (Section CI)",Total
S92000003,2002,Count,million pounds (GBP),3810,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2004,Count,million pounds (GBP),2185,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2015,Count,million pounds (GBP),635,"Computer, Electronic and Optical Products (Section CI)",Non-EU
S92000003,2005,Count,million pounds (GBP),860,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2008,Count,million pounds (GBP),690,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2017,Count,million pounds (GBP),965,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2013,Count,million pounds (GBP),575,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2004,Count,million pounds (GBP),1005,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2017,Count,million pounds (GBP),990,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2003,Count,million pounds (GBP),1110,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2016,Count,million pounds (GBP),730,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2013,Count,million pounds (GBP),930,"Computer, Electronic and Optical Products (Section CI)",EU
S92000003,2012,Count,million pounds (GBP),675,"Computer, Electronic and Optical Products (Section CI)",Rest of UK
S92000003,2007,Count,million pounds (GBP),50,Other Services (Section (Q-U),EU
S92000003,2010,Count,million pounds (GBP),190,Other Services (Section (Q-U),Total
S92000003,2007,Count,million pounds (GBP),370,Other Services (Section (Q-U),Total
S92000003,2006,Count,million pounds (GBP),75,Other Services (Section (Q-U),Non-EU
S92000003,2017,Count,million pounds (GBP),75,Other Services (Section (Q-U),EU
S92000003,2008,Count,million pounds (GBP),80,Other Services (Section (Q-U),EU
S92000003,2011,Count,million pounds (GBP),125,Other Services (Section (Q-U),International
S92000003,2003,Count,million pounds (GBP),150,Other Services (Section (Q-U),International
S92000003,2013,Count,million pounds (GBP),310,Other Services (Section (Q-U),Total
S92000003,2002,Count,million pounds (GBP),160,Other Services (Section (Q-U),Rest of UK
S92000003,2006,Count,million pounds (GBP),40,Other Services (Section (Q-U),EU
S92000003,2008,Count,million pounds (GBP),365,Other Services (Section (Q-U),Total
S92000003,2005,Count,million pounds (GBP),190,Other Services (Section (Q-U),Rest of UK
S92000003,2015,Count,million pounds (GBP),30,Other Services (Section (Q-U),Non-EU
S92000003,2008,Count,million pounds (GBP),180,Other Services (Section (Q-U),Rest of UK
S92000003,2003,Count,million pounds (GBP),380,Other Services (Section (Q-U),Total
S92000003,2003,Count,million pounds (GBP),60,Other Services (Section (Q-U),Non-EU
S92000003,2002,Count,million pounds (GBP),135,Other Services (Section (Q-U),International
S92000003,2004,Count,million pounds (GBP),360,Other Services (Section (Q-U),Total
S92000003,2015,Count,million pounds (GBP),220,Other Services (Section (Q-U),Total
S92000003,2014,Count,million pounds (GBP),275,Other Services (Section (Q-U),Total
S92000003,2014,Count,million pounds (GBP),85,Other Services (Section (Q-U),EU
S92000003,2009,Count,million pounds (GBP),200,Other Services (Section (Q-U),International
S92000003,2007,Count,million pounds (GBP),125,Other Services (Section (Q-U),International
S92000003,2008,Count,million pounds (GBP),180,Other Services (Section (Q-U),International
S92000003,2013,Count,million pounds (GBP),180,Other Services (Section (Q-U),International
S92000003,2010,Count,million pounds (GBP),75,Other Services (Section (Q-U),EU
S92000003,2016,Count,million pounds (GBP),55,Other Services (Section (Q-U),EU
S92000003,2014,Count,million pounds (GBP),150,Other Services (Section (Q-U),International
S92000003,2015,Count,million pounds (GBP),70,Other Services (Section (Q-U),International
S92000003,2004,Count,million pounds (GBP),170,Other Services (Section (Q-U),International
S92000003,2006,Count,million pounds (GBP),115,Other Services (Section (Q-U),International
S92000003,2016,Count,million pounds (GBP),100,Other Services (Section (Q-U),International
S92000003,2012,Count,million pounds (GBP),170,Other Services (Section (Q-U),International
S92000003,2005,Count,million pounds (GBP),50,Other Services (Section (Q-U),EU
S92000003,2005,Count,million pounds (GBP),145,Other Services (Section (Q-U),International
S92000003,2009,Count,million pounds (GBP),365,Other Services (Section (Q-U),Total
S92000003,2005,Count,million pounds (GBP),335,Other Services (Section (Q-U),Total
S92000003,2011,Count,million pounds (GBP),180,Other Services (Section (Q-U),Total
